L,R,F,M,C
2.237801,-0.873400,1.915576,2.180733,3.812168
0.568968,-0.763225,0.427319,5.085668,0.016369
0.376728,-0.829330,3.616442,5.697379,-0.356753
0.071267,0.046557,0.781666,7.249075,-1.038770
-0.582113,-0.878909,3.049487,4.111102,0.782239
-0.895830,-0.818313,1.702968,4.518038,0.420877
1.700000,-0.906452,2.199054,2.462316,3.121790
0.002863,-0.939504,3.332964,2.910577,2.273349
-0.895830,-0.928487,4.041658,3.845005,1.035925
-0.658773,-0.801786,4.608613,6.281254,-0.657888
0.624400,-0.834839,4.466874,4.554566,0.383937
1.913469,-0.873400,5.459046,3.853508,1.024659
-0.496018,-0.945013,2.766009,2.578027,2.860658
1.151586,-0.592455,0.214711,3.213677,1.789587
1.644569,-0.895435,2.766009,4.967582,0.062862
2.051458,-0.878909,3.616442,3.172542,1.842405
1.991309,-0.933996,3.899919,4.634842,0.302916
2.034946,-0.631016,1.632099,4.055479,0.798034
0.254072,-0.933996,1.348621,4.541979,0.365705
-0.751945,-0.928487,3.616442,5.429144,-0.242084
1.215272,-0.945013,5.884262,4.524166,0.377282
1.812042,-0.878909,6.026001,4.488256,0.398671
1.337929,-0.900943,3.899919,5.104764,-0.051350
1.803786,-0.939504,6.309478,4.861799,0.112097
-0.004213,-0.834839,3.403833,5.435129,-0.264233
-0.368644,-0.741190,0.002103,4.954852,0.033767
-0.198812,-0.933996,2.553401,2.172706,3.688118
-0.486583,-0.933996,2.836878,2.122593,3.815144
0.211614,-0.900943,-0.068767,2.989713,2.040793
1.720050,-0.939504,5.671654,4.351502,0.476037
1.694103,-0.945013,3.899919,4.727610,0.173547
1.411051,-0.917470,2.482531,2.441510,3.018720
1.546680,-0.697121,6.876434,6.022614,-0.603221
1.672874,-0.884417,4.962960,5.625891,-0.407533
1.612726,-0.834839,3.970789,4.263389,0.523943
-0.847475,-0.862382,4.750352,4.547726,0.287587
-0.927673,-0.889926,4.396005,4.842989,0.067575
1.624520,-0.328036,1.348621,2.019232,4.008542
-0.960696,-0.906452,1.561229,3.325303,1.512098
1.348543,-0.933996,4.396005,5.198434,-0.173134
-1.033818,-0.911961,-0.352244,3.244457,1.617874
0.414469,-0.438211,1.702968,4.797958,0.091781
-1.014948,-0.900943,2.199054,2.567292,2.715948
0.073626,-0.752208,6.663825,5.292960,-0.235124
0.645629,-0.933996,5.459046,4.220258,0.543504
-0.027801,-0.377615,3.545572,3.440539,1.353773
0.153824,-0.889926,1.702968,2.178548,3.559210
-0.926494,-0.884417,2.766009,4.802376,0.076687
1.744817,-0.922978,4.041658,4.836766,0.051196
2.214213,-0.945013,5.104699,3.479109,1.298365
1.817939,-0.922978,3.970789,4.386415,0.391010
1.257730,-0.933996,0.569058,4.548059,0.255798
-0.372182,-0.460246,1.065144,4.231278,0.511429
1.008880,-0.939504,3.687311,4.626434,0.189944
2.102171,-0.911961,7.159911,6.178083,-0.718196
1.021853,-0.939504,1.986446,2.034384,3.896523
1.774302,-0.939504,4.821221,5.752289,-0.526218
0.677472,-0.724664,2.907748,4.554044,0.218474
0.216332,-0.945013,6.876434,5.032943,-0.118835
-0.161072,-0.928487,4.112527,4.539604,0.229009
0.124340,-0.900943,1.632099,2.160688,3.519408
-0.766097,-0.790769,1.561229,2.310837,3.161945
0.487591,-0.801786,5.388176,4.411448,0.326014
0.157363,-0.895435,6.309478,4.160835,0.535797
1.328494,-0.867891,2.269923,5.047621,-0.134998
1.186967,-0.945013,3.191225,5.106331,-0.172354
-0.197633,-0.889926,2.199054,2.514566,2.721614
-0.317930,-0.928487,3.191225,4.011542,0.670101
1.014777,-0.889926,4.962960,4.966680,-0.087640
0.196282,-0.823821,4.041658,3.688111,0.982499
0.013477,-0.708138,3.616442,4.060372,0.601446
-0.922956,0.316484,0.002103,3.190497,1.573471
-0.268396,-0.856874,4.041658,3.907848,0.741875
1.132715,-0.928487,5.388176,3.584133,1.082175
-0.861628,-0.933996,3.332964,5.510702,-0.435753
1.677592,-0.895435,1.986446,5.513980,-0.438996
0.515896,-0.476772,0.072972,4.572379,0.164211
2.079763,-0.889926,3.970789,4.863129,-0.054118
-0.319110,-0.933996,4.041658,4.875384,-0.062936
-0.953620,-0.928487,1.844707,2.205386,3.317439
1.716512,-0.851365,6.026001,3.717277,0.909925
2.121041,-0.763225,0.072972,3.772710,0.848929
-0.335621,-0.933996,5.104699,5.108991,-0.223818
0.835510,-0.515333,1.490360,2.054192,3.664931
1.051338,-0.812804,3.474703,5.352051,-0.377196
1.168097,-0.856874,5.317307,4.613372,0.097496
0.597274,-0.878909,0.356450,4.189431,0.434267
1.779019,-0.933996,3.545572,4.133998,0.477020
1.000624,-0.939504,4.750352,4.066310,0.534516
0.828434,-0.482281,3.262095,3.651251,0.943112
0.960525,-0.686103,0.994274,5.195537,-0.301084
-0.632827,-0.939504,4.962960,4.896142,-0.114044
1.455867,-0.911961,5.813393,4.442085,0.212055
-0.944185,-0.867891,2.199054,3.402824,1.220157
2.086839,-0.900943,2.624270,3.102051,1.607030
1.102051,-0.889926,1.419491,3.310245,1.328359
-0.464174,-0.928487,4.962960,4.831589,-0.086107
-0.183480,-0.829330,3.545572,4.013204,0.555557
-0.943005,-0.851365,3.899919,3.722264,0.840764
0.274122,-0.785260,4.892091,4.113857,0.462962
2.005462,-0.911961,5.246438,4.210046,0.374343
1.257730,-0.388632,-0.423114,2.663432,2.267731
-0.255423,-0.570420,-0.210505,3.510460,1.057667
0.205717,-0.928487,3.616442,4.044459,0.513054
2.279079,-0.586946,1.844707,5.086808,-0.266504
-0.141022,-0.939504,1.986446,2.207856,3.184862
1.881626,-0.900943,4.325136,4.886404,-0.141932
1.304906,-0.867891,4.183397,4.261346,0.314182
0.162080,-0.945013,4.396005,3.276520,1.325387
-0.918238,-0.383124,2.340793,3.162282,1.475072
0.761209,-0.945013,8.152083,5.418836,-0.469231
1.013597,-0.928487,5.246438,5.359271,-0.437107
0.217511,-0.790769,3.262095,4.612469,0.035990
-0.519605,-0.933996,4.041658,3.981426,0.551401
1.585600,-0.713647,1.844707,2.922500,1.810034
0.640911,-0.845856,4.679482,4.644247,0.010288
1.797889,-0.575929,0.285580,3.767104,0.757158
1.258910,-0.052600,1.773837,1.946651,3.816132
1.142150,-0.922978,4.537744,4.721720,-0.049041
0.489950,-0.939504,2.269923,2.388357,2.748833
2.144629,-0.933996,6.167740,3.328581,1.239738
-0.802658,-0.873400,2.766009,2.079557,3.436072
0.637373,-0.922978,3.829050,4.615224,0.004698
1.570268,-0.922978,4.608613,3.646311,0.850155
1.155124,-0.939504,6.663825,4.152950,0.363962
-0.952440,-0.945013,5.813393,5.387581,-0.485818
-0.530220,-0.801786,5.459046,4.391545,0.165041
-0.959517,-0.746699,-0.068767,4.017954,0.475444
0.922785,-0.856874,0.498188,4.621209,-0.014977
-0.488941,-0.911961,3.191225,3.334613,1.187660
-0.468892,-0.851365,3.758180,4.408550,0.139209
-0.967772,-0.531859,0.923405,1.942424,3.739381
1.869832,-0.807295,2.766009,1.931926,3.763476
-0.859269,-0.845856,2.978617,2.868397,1.814581
0.626758,-0.697121,0.072972,4.821186,-0.166218
-0.884036,-0.911961,4.254266,2.277492,2.896615
0.623220,-0.939504,5.742523,4.796581,-0.153154
-0.090309,-0.801786,1.348621,2.042412,3.443027
1.395719,-0.928487,4.679482,3.906708,0.544734
0.769464,-0.928487,5.955131,5.064151,-0.330042
0.660961,-0.840347,3.262095,3.925043,0.526277
-0.973669,-0.906452,5.175568,4.649662,-0.060388
1.619802,-0.922978,3.758180,3.581615,0.870489
2.189446,-0.928487,5.175568,5.108136,-0.358411
-0.353312,-0.465754,0.143842,2.932047,1.694042
-0.652876,-0.939504,3.403833,4.794016,-0.165259
1.429921,-0.906452,1.915576,2.051627,3.398642
-0.468892,-0.614490,1.702968,2.749931,1.970453
2.109248,-0.697121,0.356450,4.382520,0.128168
0.145569,-0.834839,6.522087,3.609498,0.830706
1.668157,-0.867891,2.695140,5.124286,-0.375019
0.837869,-0.884417,2.057315,4.324569,0.170644
-1.058585,0.123679,0.569058,2.862839,1.784818
1.069028,-0.911961,3.970789,3.265358,1.224375
1.258910,-0.939504,6.167740,4.193231,0.274121
-0.316751,-0.884417,6.096870,4.914097,-0.252540
2.262568,-0.906452,5.459046,4.236551,0.229636
0.642090,-0.559403,1.632099,4.199263,0.250198
1.356799,-0.917470,4.679482,4.200213,0.246818
-0.013649,-0.928487,4.466874,4.865836,-0.239466
1.666978,-0.867891,3.120356,1.924136,3.678437
-0.790864,-0.939504,1.206882,3.065096,1.453517
-0.754303,-0.702629,3.049487,3.953829,0.454775
1.420486,-0.851365,0.994274,2.507251,2.347531
1.216452,-0.922978,3.829050,3.670774,0.727227
1.695283,-0.922978,3.899919,4.526304,-0.017444
-0.166969,-0.856874,3.758180,3.882720,0.513017
-0.171686,-0.900943,4.537744,3.093311,1.400941
1.203479,-0.928487,1.844707,1.979569,3.506928
-0.444125,-0.856874,2.766009,4.588197,-0.065319
1.638672,-0.933996,4.183397,4.373732,0.086226
-1.068020,-0.900943,3.899919,2.245524,2.844304
2.275541,-0.812804,3.474703,4.307707,0.131969
0.706957,-0.933996,2.269923,1.847708,3.847850
0.193924,-0.945013,7.655997,3.978956,0.405305
-0.258961,-0.945013,6.309478,3.658566,0.711116
-0.168148,-0.906452,1.561229,1.958004,3.531309
1.487711,-0.900943,4.112527,4.710368,-0.175347
0.343706,-0.796278,1.561229,3.490985,0.872564
-0.959517,-0.757717,1.348621,3.933498,0.428082
-0.835681,-0.608981,2.269923,4.035434,0.336259
-0.112717,-0.801786,2.199054,2.057232,3.245365
0.060653,-0.763225,3.545572,4.163353,0.217854
0.796590,-0.807295,1.632099,1.917961,3.592677
0.952269,-0.928487,2.766009,3.586175,0.753903
-0.881677,-0.933996,3.332964,4.809453,-0.260340
-0.675285,-0.917470,2.978617,2.239634,2.792189
-0.802658,-0.823821,3.049487,3.195865,1.191720
-0.759021,-0.570420,1.561229,3.209687,1.172048
0.446312,-0.939504,3.262095,4.261631,0.121995
1.418127,-0.933996,5.033829,3.721409,0.599330
1.791993,-0.933996,1.915576,2.232936,2.791813
2.097454,-0.851365,3.758180,4.029022,0.312794
0.630297,-0.895435,2.269923,3.144849,1.251714
1.431100,-0.945013,3.687311,5.094551,-0.446782
-0.856910,-0.581438,2.695140,2.235406,2.783236
-0.521964,-0.493298,1.065144,1.821773,3.822140
2.189446,-0.900943,1.986446,2.844219,1.667510
1.981874,-0.939504,4.254266,4.295214,0.086735
1.166918,-0.724664,2.482531,1.892311,3.616245
1.825015,-0.945013,4.112527,4.498753,-0.066736
-0.392232,-0.328036,2.766009,4.280726,0.094094
1.625699,-0.945013,2.836878,3.847855,0.462157
-0.997257,-0.939504,3.191225,3.900438,0.412529
1.935878,-0.939504,3.120356,3.325066,1.006648
0.094855,-0.878909,1.419491,2.041937,3.202731
1.761328,-0.945013,3.758180,3.654433,0.643404
0.137313,-0.785260,0.285580,5.217625,-0.533489
-0.098564,-0.906452,4.892091,4.421423,-0.023979
0.837869,-0.394141,2.269923,4.158508,0.180649
-0.386335,-0.889926,5.955131,4.281296,0.082154
-1.250825,-0.537368,1.773837,2.839469,1.639083
-0.427613,-0.895435,3.616442,4.325234,0.038470
0.119622,-0.834839,4.892091,4.713740,-0.240203
0.085420,-0.878909,4.962960,5.254200,-0.566356
1.277780,-0.939504,1.844707,2.131808,2.958602
1.745996,-0.741190,0.923405,2.206241,2.789717
0.394419,-0.564911,2.695140,1.978096,3.334180
0.399137,-0.917470,3.829050,3.718274,0.557292
0.683369,-0.939504,4.466874,3.741692,0.529954
-0.464174,-0.884417,4.112527,4.833821,-0.328494
0.849663,-0.933996,5.742523,2.391065,2.383112
1.135074,-0.939504,6.026001,3.833605,0.431657
-0.249526,-0.840347,4.254266,3.956916,0.314538
-0.013649,-0.922978,3.758180,4.169053,0.132292
1.917008,-0.619999,2.340793,1.889271,3.522988
0.760029,-0.895435,1.065144,1.738837,3.953865
0.433339,-0.939504,4.892091,3.895641,0.362477
-0.413461,-0.906452,4.396005,5.053463,-0.478556
1.929981,-0.939504,4.892091,3.756654,0.490531
-0.984284,-0.603472,2.199054,3.312098,0.961653
-0.221221,-0.608981,0.072972,2.706895,1.793953
0.064191,-0.939504,3.970789,3.341026,0.926159
-0.569140,-0.933996,2.766009,4.188528,0.108311
0.255252,-0.752208,3.758180,3.686401,0.552029
1.173994,-0.884417,3.474703,3.729152,0.510181
1.939416,-0.933996,1.561229,1.749667,3.890695
1.926443,-0.945013,6.663825,2.675972,1.825247
0.084241,-0.895435,3.970789,4.754116,-0.310484
-0.429972,-0.922978,4.041658,1.992252,3.209152
-0.901727,-0.900943,1.348621,1.786860,3.765085
-0.023084,-0.928487,5.175568,5.065243,-0.505089
2.287335,-0.900943,5.175568,4.672985,-0.264467
-0.997257,-0.834839,2.269923,5.003920,-0.474689
2.143450,-0.939504,4.962960,3.204985,1.056184
-0.950082,-0.840347,4.679482,3.585320,0.624486
-0.104461,0.635990,1.632099,3.833890,0.382488
-0.304957,-0.823821,3.687311,4.555231,-0.192955
-0.056106,-0.933996,2.624270,4.247381,0.031643
-0.820349,-0.162775,-0.210505,4.406508,-0.089341
1.677592,-0.372106,2.269923,5.292960,-0.642230
1.025391,-0.933996,5.246438,4.869827,-0.400583
1.641031,-0.911961,2.340793,3.993111,0.235655
1.628058,-0.785260,4.679482,4.560456,-0.200539
-0.504273,-0.873400,3.332964,4.319819,-0.033886
1.086719,-0.945013,6.096870,3.885903,0.321525
-0.775532,-0.884417,5.317307,4.149150,0.095943
1.560833,-0.735682,0.923405,4.799193,-0.366571
-0.382797,-0.823821,2.553401,3.358078,0.849253
-0.705949,-0.878909,2.907748,1.993107,3.149614
2.269644,-0.895435,1.348621,3.106564,1.148480
1.376848,-0.884417,3.474703,4.046692,0.173199
-0.076156,-0.939504,2.978617,3.325351,0.881900
1.073746,-0.939504,3.970789,3.130884,1.117150
-0.021904,-0.922978,4.821221,4.429450,-0.126168
1.177532,-0.939504,4.112527,3.541097,0.635348
-0.192915,-0.939504,3.474703,2.565677,1.940432
1.840347,-0.900943,3.332964,3.748627,0.427137
-0.842757,-0.933996,4.183397,4.309844,-0.046391
-1.114016,-0.581438,-0.210505,2.744231,1.644264
-0.039595,-0.768734,2.199054,2.182206,2.680986
1.310803,-0.884417,3.758180,3.058921,1.192393
1.742458,-0.945013,7.514258,4.578791,-0.241867
-0.199992,-0.801786,1.348621,1.887371,3.387060
-0.400487,-0.763225,0.072972,5.041683,-0.534955
1.530169,-0.889926,6.592956,3.952879,0.229889
1.559653,-0.355580,2.978617,3.828950,0.339945
0.245817,-0.928487,1.915576,1.707819,3.887665
0.625579,-0.939504,3.899919,3.146464,1.063507
1.688206,-0.818313,2.199054,3.638853,0.514488
0.921605,-0.933996,4.679482,3.525470,0.628520
2.052637,-0.945013,4.608613,4.870159,-0.442636
0.100752,-0.939504,1.490360,2.045690,2.963692
1.287215,-0.812804,3.899919,4.280631,-0.048277
0.577224,-0.945013,1.561229,1.664926,4.001601
0.037065,-0.498807,1.986446,4.118608,0.073172
0.004042,-0.763225,2.482531,1.910741,3.283244
1.552577,-0.873400,2.624270,3.845433,0.304614
1.929981,-0.933996,1.915576,4.255504,-0.035457
0.028809,-0.906452,2.482531,4.037477,0.134771
0.583121,-0.928487,4.254266,3.796555,0.340519
0.821357,-0.328036,1.277752,1.798830,3.571024
-0.268396,-0.272949,0.639927,1.752754,3.703594
0.801308,-0.945013,3.545572,3.379786,0.758111
-0.307316,-0.933996,1.348621,3.697659,0.429478
-0.458277,-0.922978,5.175568,4.667285,-0.335917
-0.097385,1.120757,0.427319,2.537414,1.921815
1.694103,-0.829330,2.057315,1.838683,3.440611
-0.032519,-0.559403,0.002103,4.521601,-0.246465
1.032467,-0.895435,5.388176,3.904618,0.229099
0.130237,-0.928487,2.199054,4.096615,0.067013
-0.381617,-0.939504,2.907748,3.168647,0.987190
-0.609239,-0.840347,3.120356,2.269701,2.405421
1.998385,-0.774243,4.821221,4.602874,-0.308696
0.903914,-0.818313,2.128184,1.696229,3.835030
-0.767277,-0.945013,4.750352,4.088967,0.064216
-0.893471,-0.421685,1.277752,3.232297,0.897915
2.189446,-0.884417,1.277752,1.833410,3.425402
1.306085,-0.823821,1.844707,3.928986,0.190828
0.629117,-0.812804,2.624270,3.938913,0.181072
-0.952440,-0.945013,7.797736,3.505900,0.589109
2.098633,-0.911961,3.403833,3.894596,0.216098
1.222349,-0.939504,5.246438,3.738889,0.352830
0.480514,-0.735682,-0.423114,2.663432,1.664201
-0.893471,0.344028,-0.423114,2.663432,1.664201
2.130477,-0.818313,3.332964,4.192138,-0.033619
0.807205,-0.933996,3.970789,3.230777,0.883463
1.703539,-0.945013,3.545572,3.333188,0.763164
-0.152816,-0.553894,1.844707,1.913116,3.175763
0.172695,-0.917470,6.522087,3.901768,0.190167
-0.457098,-0.834839,2.340793,4.576131,-0.321337
1.537245,-0.945013,3.332964,4.134045,-0.002082
0.033527,-0.889926,3.191225,3.703549,0.366921
1.263627,-0.752208,3.262095,4.074907,0.042096
1.781378,-0.889926,4.679482,4.388552,-0.199437
-1.292104,-0.889926,1.844707,1.818115,3.404284
-0.105641,-0.906452,1.348621,1.820300,3.397544
-0.943005,-0.818313,5.600785,4.620829,-0.358195
-1.018486,-0.945013,4.962960,4.824464,-0.487256
0.555995,-0.350071,1.561229,2.327509,2.219590
2.254312,-0.933996,2.978617,3.834128,0.237779
1.149227,-0.741190,2.766009,2.997835,1.143391
1.703539,-0.928487,3.545572,3.540337,0.515640
0.415648,-0.889926,6.309478,3.267163,0.805896
-0.794403,-0.933996,6.096870,3.472174,0.579768
-0.746048,-0.939504,3.899919,3.916493,0.158963
1.038364,-0.945013,3.262095,3.084191,1.023733
1.929981,-0.895435,2.340793,2.637640,1.658723
0.710495,-0.945013,2.340793,2.881697,1.288766
0.097214,-0.867891,3.049487,3.156867,0.925191
1.255372,-0.779752,1.844707,4.567011,-0.339281
-0.157534,-0.922978,2.907748,3.220992,0.846696
-0.356850,-0.642033,1.915576,1.884853,3.185408
1.856859,-0.900943,2.766009,3.558103,0.478081
-1.137604,-0.900943,-0.068767,3.069323,1.027556
1.694103,-0.619999,1.348621,1.657564,3.832524
-0.983104,-0.911961,2.766009,3.638948,0.395494
1.242398,-0.911961,3.899919,3.716374,0.317800
1.708256,-0.537368,3.758180,3.714427,0.315247
-0.636365,-0.873400,0.710797,1.776980,3.455943
0.517075,-0.945013,3.687311,4.000189,0.062281
1.563192,-0.867891,4.112527,4.747228,-0.469710
1.454688,-0.873400,4.325136,3.826860,0.208540
-0.036057,-0.812804,3.049487,3.504427,0.512679
0.225767,-0.785260,3.332964,3.391994,0.626184
0.243458,-0.917470,3.616442,3.173397,0.873875
2.064431,-0.917470,7.159911,4.358390,-0.220254
1.537245,-0.933996,4.254266,2.059322,2.716595
1.733023,-0.928487,7.797736,3.351191,0.662664
1.439356,-0.933996,4.750352,3.834175,0.188316
-0.950082,-0.845856,4.679482,3.026383,1.044189
1.205837,-0.867891,2.340793,3.794560,0.220455
-0.724819,-0.939504,4.679482,3.969646,0.069552
-0.691796,-0.719156,4.466874,2.883454,1.232583
1.698821,-0.945013,4.254266,4.092530,-0.033191
1.409871,0.041048,2.340793,2.980830,1.097077
1.188147,-0.361089,2.482531,4.186106,-0.106621
0.018195,-0.939504,3.474703,1.907321,3.061652
-0.776712,-0.465754,-0.139636,4.462985,-0.306509
1.587959,-0.873400,1.419491,2.965345,1.113718
0.831972,-0.945013,3.191225,3.575630,0.417300
-0.017187,-0.482281,3.262095,1.616856,3.885742
1.625699,-0.840347,1.561229,3.880155,0.134541
1.056055,-0.796278,2.340793,4.353307,-0.234929
1.551398,-0.867891,3.829050,3.897873,0.116761
0.702239,-0.889926,2.836878,1.785150,3.372873
2.130477,-0.928487,6.451217,5.180622,-0.743143
1.939416,-0.614490,3.474703,3.083194,0.947448
-1.158833,-0.939504,1.419491,2.445120,1.890896
-0.981925,-0.933996,5.671654,3.036786,1.001722
0.389702,-0.917470,3.262095,3.679799,0.300991
2.007820,-0.945013,4.821221,3.969599,0.043971
1.823836,-0.906452,2.411662,3.081721,0.935307
-0.532579,-0.873400,5.175568,3.762212,0.216343
-1.142322,-0.658560,0.214711,3.356321,0.614245
0.500564,-0.807295,3.049487,1.698699,3.583627
2.174114,-0.900943,4.112527,3.484430,0.479359
0.055935,-0.928487,5.104699,3.385819,0.576370
1.804966,-0.922978,5.175568,3.685546,0.277107
0.460465,-0.906452,2.766009,4.085690,-0.063730
1.420486,-0.922978,3.829050,3.314378,0.650602
-0.639903,-0.785260,0.072972,2.784416,1.317810
0.013477,-0.917470,5.175568,3.320363,0.640480
2.119862,-0.889926,5.033829,3.195152,0.778451
1.602111,-0.917470,5.459046,2.831441,1.244379
-0.165789,-0.928487,5.175568,3.361308,0.578170
1.006521,-0.840347,2.907748,3.966939,0.011024
-0.689437,-0.945013,5.671654,3.623701,0.310019
0.272942,-0.867891,2.978617,2.673027,1.455326
-0.372182,-0.917470,4.679482,3.592968,0.338209
1.664619,-0.922978,2.340793,3.650681,0.279519
0.127878,-0.834839,3.191225,3.773897,0.163256
-0.037236,-0.851365,2.269923,3.666309,0.259597
1.315520,-0.945013,4.679482,3.817502,0.122496
-0.257782,-0.878909,4.041658,4.978507,-0.683204
-0.100923,-0.878909,5.600785,3.661274,0.260647
-0.763739,-0.928487,3.120356,3.883765,0.061813
0.742338,-0.928487,2.269923,2.466353,1.766617
1.228246,-0.911961,4.254266,3.575393,0.335888
-1.006692,0.630481,2.624270,3.030468,0.930095
-0.924135,-0.945013,1.773837,4.291557,-0.261841
-1.150577,-0.928487,5.388176,3.644838,0.263863
1.215272,-0.900943,5.104699,3.991164,-0.036130
0.292992,-0.884417,3.262095,3.757177,0.161018
1.800248,-0.928487,3.403833,4.270656,-0.248693
-0.998436,-0.933996,-0.210505,3.510460,0.391081
-1.066841,-0.118705,-0.068767,3.697326,0.210321
1.697642,-0.895435,1.490360,3.654243,0.240349
